village,date,pH,turbidity,dissolved_oxygen,nitrates,coliform,rainfall,temperature,diarrhea_cases,growth_rate,contamination_score
Tulsipur,2023-07-01,7.15,3.94,8.46,6.05,42.9,5.3,33.4,3,0.323,20.38
Umargaon,2023-07-01,6.75,1.56,9.42,11.99,43.9,30.2,31.3,8,0.398,18.37
Umargaon,2023-07-01,6.64,1.36,9.66,31.59,160.5,155.2,32.9,15,0.813,46.77
Tulsipur,2023-07-01,7.34,1.82,8.16,24.05,102.3,108.0,32.8,10,0.554,28.83
Sundarpur,2023-07-02,7.31,1.0,10.0,37.55,163.0,188.1,33.0,14,0.765,48.76
Shivgarh,2023-07-02,5.51,7.3,6.16,15.66,115.0,37.5,31.4,8,0.548,53.92
Ambegaon,2023-07-03,7.73,7.52,6.84,14.47,150.2,62.9,32.6,14,0.714,62.3
Bhimnagar,2023-07-03,5.92,1.0,9.17,20.93,80.7,88.6,32.9,8,0.485,21.06
Morwada,2023-07-03,6.43,1.78,8.74,9.38,28.5,8.8,31.2,4,0.289,11.53
Khandala,2023-07-03,5.98,1.18,9.82,23.68,98.5,91.1,34.5,9,0.465,27.3
Rampur,2023-07-03,6.5,1.52,8.41,8.69,29.3,3.3,34.0,5,0.226,11.23
Tulsipur,2023-07-03,6.16,1.0,10.0,36.63,154.6,176.4,32.0,17,0.815,48.13
Rampur,2023-07-04,7.43,2.59,9.46,17.79,87.2,59.2,32.9,8,0.398,25.17
Tulsipur,2023-07-04,6.7,4.99,6.31,5.77,47.3,4.8,30.3,4,0.273,22.64
Ambegaon,2023-07-05,6.62,3.08,9.74,18.97,83.6,45.7,32.9,6,0.494,27.11
Tarwada,2023-07-05,6.71,1.28,9.98,32.31,166.5,145.7,33.5,16,0.747,50.62
Vadgaon,2023-07-05,7.07,2.13,7.21,19.73,136.2,84.3,33.9,11,0.658,37.06
Vadgaon,2023-07-05,7.26,1.0,9.16,26.09,84.9,57.0,32.6,8,0.598,25.97
Shivgarh,2023-07-05,7.15,1.0,9.83,12.73,61.4,18.9,32.2,8,0.366,15.21
Ranjangaon,2023-07-05,7.0,1.0,9.89,12.32,26.5,10.5,34.6,4,0.157,11.26
Sitapur,2023-07-05,6.91,1.0,8.51,17.77,73.8,84.0,35.7,8,0.38,21.14
Sitapur,2023-07-05,7.71,1.44,9.21,24.5,92.7,83.1,32.6,8,0.431,26.35
Harinagar,2023-07-05,5.75,2.87,9.58,38.84,194.8,200.0,33.0,17,0.92,68.63
Krishnapur,2023-07-05,6.77,1.0,9.56,35.8,91.9,19.9,31.7,6,0.529,30.78
Karanjgaon,2023-07-05,6.34,3.55,8.1,17.78,82.7,33.8,31.5,9,0.423,36.61
Shivgarh,2023-07-06,5.59,1.75,10.0,19.19,77.3,57.8,33.6,9,0.424,25.53
Shivgarh,2023-07-06,7.64,1.0,8.72,11.2,181.5,27.2,33.1,13,0.842,39.34
Tarwada,2023-07-06,8.4,4.25,7.74,23.51,121.0,91.4,33.0,9,0.62,45.11
Ranjangaon,2023-07-06,5.53,1.0,9.26,14.22,67.2,28.2,33.9,7,0.369,15.56
Deulgaon,2023-07-06,6.35,1.24,9.93,12.7,38.2,28.2,32.4,5,0.205,13.82
Wagholi,2023-07-06,6.09,1.0,8.58,15.3,64.5,31.7,32.0,8,0.325,17.26
Dhamangaon,2023-07-06,7.23,3.54,8.25,31.81,154.9,147.3,34.2,14,0.882,19.29
Sundarpur,2023-07-07,6.0,10.0,4.79,9.27,134.1,27.6,34.2,11,0.571,67.93
Laxmipur,2023-07-07,7.94,1.0,9.87,27.52,98.7,90.7,31.4,12,0.516,31.68
Ranjangaon,2023-07-07,7.65,2.8,9.03,22.68,107.2,92.8,31.9,12,0.552,38.7
Radhapur,2023-07-07,7.18,2.24,8.01,21.26,72.4,16.6,35.2,7,0.4,20.89
Vadgaon,2023-07-08,6.74,2.03,8.33,44.65,167.1,104.5,37.6,15,0.782,52.64
Dhamangaon,2023-07-08,6.12,2.05,8.91,13.52,60.8,26.8,34.3,5,0.273,19.4
Dhamangaon,2023-07-08,6.72,1.0,10.0,21.71,80.0,70.5,33.7,6,0.376,19.81
Deulgaon,2023-07-08,6.52,1.0,10.0,24.29,110.4,79.1,33.6,10,0.495,25.95
Harinagar,2023-07-08,6.49,10.0,5.23,10.37,129.3,27.5,32.6,10,0.547,65.21
Malegaon,2023-07-08,7.07,1.07,10.0,10.99,49.4,27.4,33.2,4,0.279,12.15
Khandala,2023-07-08,7.15,2.35,7.13,24.55,105.7,98.2,31.5,11,0.565,31.51
Khandala,2023-07-08,6.99,3.28,9.3,13.33,49.4,0.5,32.6,4,0.423,19.38
Deulgaon,2023-07-08,5.63,1.54,8.79,45.79,144.8,43.9,34.3,12,0.64,48.53
Laxmipur,2023-07-09,5.64,7.37,5.54,6.45,92.8,1.8,33.4,8,0.406,46.8
Umargaon,2023-07-09,7.5,9.85,4.8,19.55,167.0,62.3,34.4,14,0.745,80.34
Sundarpur,2023-07-09,7.14,9.23,5.99,17.19,175.3,81.1,31.9,13,0.821,74.83
Sitapur,2023-07-09,6.07,1.0,7.26,26.66,112.8,120.3,32.3,10,0.626,26.34
Rampur,2023-07-09,6.78,1.3,10.0,14.89,73.6,54.2,34.0,9,0.361,21.53
Salegaon,2023-07-09,6.5,1.0,9.51,12.73,51.7,26.3,34.2,5,0.326,15.54
Laxmipur,2023-07-09,6.21,1.0,8.72,18.06,66.0,53.2,33.4,5,0.346,16.32
Belpur,2023-07-09,6.58,7.66,5.5,12.37,121.3,44.8,35.3,12,0.577,43.02
Bhimnagar,2023-07-10,7.13,2.1,9.37,20.22,129.2,92.1,34.4,11,0.585,31.46
Rampur,2023-07-10,7.21,4.17,8.14,49.29,161.1,37.3,30.2,11,0.673,59.59
Sitapur,2023-07-10,6.89,10.0,3.79,12.5,136.5,33.7,34.3,11,0.616,66.6
Chikhali,2023-07-10,7.61,8.04,6.78,17.96,125.3,8.6,33.9,10,0.566,54.61
Devgaon,2023-07-10,7.65,1.26,10.0,23.05,86.5,66.7,31.8,10,0.503,28.47
Ambegaon,2023-07-11,7.94,2.79,7.7,17.76,84.3,77.4,33.0,10,0.447,31.42
Sitapur,2023-07-11,7.72,1.0,9.8,11.67,52.0,33.6,32.9,5,0.245,10.24
Bhimnagar,2023-07-11,6.82,3.79,8.34,20.05,94.7,42.4,32.6,10,0.553,32.27
Krishnapur,2023-07-11,6.74,1.43,9.31,9.41,29.4,24.2,34.8,7,0.247,11.48
Sitapur,2023-07-11,7.28,1.0,8.87,37.97,136.7,79.4,34.6,12,0.698,39.81
Bhavanipur,2023-07-11,7.31,3.26,8.43,42.92,200.0,143.3,34.2,16,0.896,66.01
Pimpalgaon,2023-07-11,6.9,8.94,6.2,39.31,200.0,70.6,33.4,15,0.856,88.44
Madhavpur,2023-07-12,7.08,7.28,5.55,19.31,141.0,88.1,35.0,12,0.658,57.49
Morwada,2023-07-12,7.42,1.59,9.35,11.19,35.2,28.0,30.8,5,0.194,12.98
Harinagar,2023-07-12,7.44,1.0,9.06,20.7,85.4,89.2,33.9,8,0.512,22.26
Deulgaon,2023-07-12,7.81,3.14,8.0,8.75,98.7,23.5,36.6,8,0.49,29.2
Balkishan,2023-07-13,6.19,6.84,7.86,24.24,158.5,100.7,33.4,14,0.725,62.48
Wagholi,2023-07-13,6.56,4.89,7.0,25.77,154.3,123.0,32.6,13,0.662,54.39
Malegaon,2023-07-14,6.27,3.77,8.49,29.65,163.7,152.5,32.4,14,0.773,56.22
Belpur,2023-07-14,7.49,1.0,10.0,36.6,162.1,200.0,34.5,15,0.778,52.05
Ranjangaon,2023-07-14,7.69,1.0,10.0,37.24,165.9,200.0,31.2,16,0.744,50.06
Devgaon,2023-07-14,7.08,1.91,9.53,39.58,178.3,200.0,32.6,16,0.836,56.38
Chandpur,2023-07-14,6.6,1.0,10.0,16.73,53.0,36.5,34.0,6,0.36,13.23
Laxmipur,2023-07-14,7.37,3.61,7.77,10.55,112.0,28.6,35.2,9,0.574,34.3
Tarwada,2023-07-14,6.84,1.11,8.55,11.3,48.8,41.4,31.4,5,0.268,11.62
Gopalnagar,2023-07-14,6.55,1.0,9.87,43.07,143.5,20.1,35.3,12,0.668,40.59
Krishnapur,2023-07-14,6.55,1.0,9.42,36.5,122.7,91.6,34.2,13,0.593,36.11
Pimpalgaon,2023-07-14,6.81,7.84,5.3,13.53,102.7,18.9,33.5,7,0.447,51.23
Tarwada,2023-07-14,6.87,1.0,10.0,10.01,50.7,0.2,35.0,5,0.239,11.65
Jawahar Nagar,2023-07-14,6.49,1.4,9.69,25.33,116.8,35.8,30.9,9,0.513,29.87
Balkishan,2023-07-15,6.87,5.69,7.8,17.58,132.0,75.8,33.8,11,0.603,53.23
Shivgarh,2023-07-15,7.02,4.03,8.84,19.81,168.1,82.3,32.3,15,0.758,51.02
Pimpalgaon,2023-07-15,8.46,4.88,6.65,13.06,80.9,44.6,31.5,12,0.516,35.61
Deulgaon,2023-07-15,6.14,2.17,8.3,20.59,89.2,50.7,33.5,8,0.477,28.72
Bhimnagar,2023-07-15,7.83,2.08,9.1,41.24,200.0,200.0,32.2,23,1.0,69.06
Sitapur,2023-07-15,6.67,1.58,9.96,27.5,105.1,74.8,34.4,10,0.491,30.99
Balkishan,2023-07-15,6.51,1.0,9.42,13.05,35.2,23.0,32.4,4,0.255,10.71
Chandpur,2023-07-15,7.5,4.22,8.78,29.32,156.0,110.9,33.9,15,0.767,57.42
Karanjgaon,2023-07-16,7.0,1.0,9.84,24.29,96.7,85.7,33.6,8,0.469,27.02
Ambegaon,2023-07-16,8.33,1.0,9.15,10.87,57.7,28.8,35.7,4,0.278,16.96
Salegaon,2023-07-16,6.52,1.59,9.23,9.01,38.0,26.1,35.9,7,0.23,13.08
Bhimnagar,2023-07-16,7.02,1.0,9.83,36.91,105.2,24.2,34.3,8,0.448,29.17
Salegaon,2023-07-16,7.13,2.19,7.97,24.9,80.2,34.0,32.3,6,0.408,28.81
Laxmipur,2023-07-16,6.97,7.68,4.94,15.71,113.0,39.4,31.2,11,0.53,56.38
Nandgaon,2023-07-16,7.59,1.58,9.75,11.66,81.7,30.8,33.4,7,0.36,16.71
Khandala,2023-07-17,6.47,1.33,9.34,8.14,22.2,2.8,32.5,2,0.125,8.04
Ambegaon,2023-07-17,6.52,1.0,9.74,33.54,135.9,107.8,34.9,13,0.612,34.07
Morwada,2023-07-17,5.9,1.51,7.62,10.66,43.1,30.5,36.1,6,0.425,7.77
Sundarpur,2023-07-17,6.1,1.91,8.64,12.06,43.3,14.8,37.1,5,0.294,14.51
Sitapur,2023-07-17,7.47,1.64,9.3,11.09,39.8,24.0,34.4,6,0.334,12.8
Harinagar,2023-07-17,6.95,2.27,10.0,6.94,25.6,9.3,31.4,3,0.175,12.43
Karanjgaon,2023-07-18,6.9,2.23,7.94,7.78,35.1,9.2,31.4,7,0.291,12.23
Sundarpur,2023-07-18,6.23,1.0,10.0,15.98,82.5,70.7,34.8,7,0.397,20.95
Tarwada,2023-07-18,6.91,3.77,7.87,18.39,114.9,83.3,32.2,9,0.485,36.48
Nandgaon,2023-07-18,6.07,5.23,7.28,37.65,200.0,200.0,34.4,17,0.875,74.32
Ambegaon,2023-07-19,6.71,10.0,4.8,46.24,200.0,31.5,35.0,16,0.96,92.82
Laxmipur,2023-07-19,7.14,1.32,9.71,22.43,153.9,41.8,34.5,12,0.76,42.06
Wagholi,2023-07-19,5.68,2.46,9.81,21.68,119.0,102.1,34.0,12,0.549,35.38
Chandpur,2023-07-19,7.92,1.49,9.33,24.05,119.3,106.8,35.2,12,0.647,30.74
Bhavanipur,2023-07-19,7.27,6.53,7.46,17.13,128.4,68.8,33.7,11,0.674,50.95
Sitapur,2023-07-20,7.03,4.64,7.02,19.99,127.6,98.3,30.6,16,0.733,43.38
Sundarpur,2023-07-21,7.87,2.88,8.12,19.71,73.8,0.1,31.7,5,0.449,24.71
Devgaon,2023-07-22,7.32,1.94,9.46,10.15,42.7,10.1,29.5,6,0.283,9.21
Umargaon,2023-07-22,7.3,3.41,8.64,16.41,86.5,68.2,33.2,12,0.557,33.37
Dhamangaon,2023-07-22,8.13,5.0,7.4,30.29,181.4,157.1,34.0,15,0.783,65.47
Tulsipur,2023-07-22,7.32,1.0,10.0,35.22,139.2,68.3,33.6,12,0.613,37.17
Rampur,2023-07-22,6.76,1.51,9.74,40.35,165.9,145.6,35.4,17,0.84,50.02
Vadgaon,2023-07-22,6.94,1.87,7.9,32.51,123.1,85.0,33.0,12,0.596,39.1
Sitapur,2023-07-22,7.28,1.0,8.46,19.17,74.5,84.4,33.2,8,0.375,18.65
Krishnapur,2023-07-23,6.1,1.0,9.51,20.16,82.9,97.9,35.6,8,0.407,21.73
Nandgaon,2023-07-23,6.96,1.92,8.38,10.23,166.5,3.7,30.9,12,0.734,37.22
Belpur,2023-07-23,6.79,5.59,6.67,13.13,87.3,45.5,31.6,8,0.403,35.18
Krishnapur,2023-07-23,6.62,3.6,7.48,26.01,130.0,77.3,30.7,11,0.666,36.79
Malegaon,2023-07-23,6.96,1.64,9.75,18.3,58.6,18.6,31.8,7,0.426,20.66
Wagholi,2023-07-23,7.25,1.87,8.99,9.13,35.7,0.4,34.3,3,0.227,14.24
Laxmipur,2023-07-23,6.35,2.8,8.82,17.56,83.6,74.5,31.6,10,0.503,26.77
Krishnapur,2023-07-24,6.4,1.49,9.35,19.21,106.8,93.5,33.3,9,0.485,27.62
Khandala,2023-07-24,6.89,3.15,8.61,18.66,105.3,77.8,32.5,11,0.502,37.51
Sitapur,2023-07-24,6.47,1.0,9.83,32.78,153.4,162.8,33.3,15,0.71,47.41
Radhapur,2023-07-24,7.47,1.0,8.43,25.62,74.1,28.0,32.3,7,0.407,22.86
Chandpur,2023-07-24,7.09,9.45,6.51,40.71,200.0,23.8,32.9,16,0.956,90.05
Krishnapur,2023-07-24,7.58,1.78,9.45,19.85,71.8,44.5,33.7,5,0.416,19.53
Balkishan,2023-07-24,6.19,4.73,6.5,7.68,89.1,17.8,33.0,8,0.404,33.25
Shivgarh,2023-07-25,7.41,1.22,10.0,6.4,12.4,4.8,34.3,3,0.139,6.44
Sonegaon,2023-07-25,7.07,3.6,9.44,16.22,90.7,74.5,32.0,10,0.493,30.76
Sitapur,2023-07-25,6.82,2.92,9.43,30.33,164.3,152.1,35.2,13,0.742,52.19
Ambegaon,2023-07-25,7.84,1.0,9.6,42.91,174.1,142.0,32.1,16,0.835,55.45
Nandgaon,2023-07-25,6.52,1.0,9.45,17.53,68.1,72.6,33.1,8,0.436,17.92
Rampur,2023-07-25,7.05,3.53,8.91,24.13,146.0,119.1,32.0,13,0.681,46.66
Sonegaon,2023-07-25,6.43,1.78,8.54,18.52,70.9,54.7,30.6,6,0.341,21.84
Krishnapur,2023-07-26,6.49,6.46,6.69,30.91,182.5,125.0,35.3,16,0.805,66.6
Bhimnagar,2023-07-26,7.65,2.55,8.89,15.57,71.3,42.4,32.1,6,0.401,22.21
Salegaon,2023-07-26,6.34,1.0,9.51,17.92,85.6,60.7,35.2,6,0.449,22.48
Devgaon,2023-07-26,6.68,4.06,6.95,15.53,127.3,66.6,33.5,12,0.611,43.77
Nandgaon,2023-07-26,7.11,6.15,7.6,20.7,121.0,56.2,36.1,10,0.523,51.59
Vadgaon,2023-07-27,6.14,2.32,9.03,12.32,118.8,4.2,32.8,10,0.56,30.94
Ambegaon,2023-07-27,6.79,1.0,10.0,7.72,54.5,0.2,32.9,4,0.242,14.0
Deulgaon,2023-07-27,7.45,5.46,5.63,41.56,168.1,37.9,32.1,12,0.902,64.43
Sonegaon,2023-07-27,6.81,7.97,8.03,27.83,172.9,47.6,33.4,15,0.819,68.11
Khandala,2023-07-27,7.1,1.0,9.21,12.47,46.1,42.1,31.8,3,0.252,13.56
Wagholi,2023-07-27,6.69,1.0,8.67,19.85,169.3,57.3,33.6,14,0.731,37.99
Belpur,2023-07-28,5.72,2.6,9.8,30.12,166.4,162.1,36.4,14,0.754,50.07
Belpur,2023-07-28,6.95,3.07,9.75,14.46,78.0,48.1,34.4,11,0.46,26.45
Harinagar,2023-07-28,8.13,1.0,9.99,12.81,80.9,33.0,35.3,11,0.444,14.62
Wagholi,2023-07-28,7.96,6.04,6.92,33.15,181.8,73.5,34.6,15,0.817,69.33
Sundarpur,2023-07-28,7.94,1.34,9.77,27.92,115.7,104.1,32.7,10,0.57,31.63
Jawahar Nagar,2023-07-28,7.15,1.0,10.0,15.95,51.9,26.0,33.7,6,0.261,10.43
Bhimnagar,2023-07-28,7.32,9.21,5.17,16.2,139.6,65.1,33.5,12,0.654,64.04
Ambegaon,2023-07-29,5.69,1.0,8.28,19.51,94.7,78.8,33.5,9,0.502,27.74
Belpur,2023-07-29,8.06,1.06,9.08,29.43,129.2,147.4,34.3,16,0.668,41.78
Chandpur,2023-07-29,6.23,1.43,7.67,16.8,74.2,77.2,35.2,7,0.346,18.99
Gopalnagar,2023-07-29,7.27,1.0,10.0,14.78,49.3,36.3,33.1,7,0.303,16.24
Gopalnagar,2023-07-29,6.61,1.0,10.0,35.09,169.8,191.0,33.0,18,0.816,45.18
Karanjgaon,2023-07-29,7.25,4.83,7.62,14.6,68.5,0.1,34.3,6,0.326,29.91
Sonegaon,2023-07-30,6.79,7.91,6.12,33.81,200.0,189.9,33.6,20,0.987,87.82
Rampur,2023-07-30,6.72,2.19,7.94,12.04,68.1,42.3,33.3,6,0.381,18.62
Rampur,2023-07-30,6.12,3.54,8.0,20.92,164.3,71.0,33.4,13,0.701,54.23
Bhimnagar,2023-07-30,7.22,1.32,10.0,23.95,125.1,103.5,32.7,11,0.68,30.66
Malegaon,2023-07-30,7.2,1.0,9.78,22.59,89.3,73.9,35.4,7,0.388,27.12
Tarwada,2023-07-30,6.44,2.48,9.28,14.73,57.5,18.8,33.3,6,0.367,19.29
Vadgaon,2023-07-30,6.71,1.0,8.77,38.59,168.4,200.0,31.1,16,0.867,49.51
Harinagar,2023-07-31,7.09,1.81,7.08,6.96,26.3,10.2,35.4,5,0.251,8.13
Krishnapur,2023-07-31,6.63,3.24,8.18,25.71,139.8,135.7,33.3,12,0.628,45.13
Wagholi,2023-07-31,6.92,1.0,9.73,7.59,31.6,2.0,33.1,4,0.173,6.85
Wagholi,2023-08-01,6.3,2.04,7.89,18.9,89.5,84.4,30.0,9,0.477,24.43
Vadgaon,2023-08-01,6.75,1.0,10.0,19.61,70.7,66.3,33.0,11,0.387,19.24
Sundarpur,2023-08-01,7.45,2.3,8.65,32.43,137.3,116.4,30.9,14,0.702,44.25
Pimpalgaon,2023-08-01,7.22,1.0,9.1,25.64,105.7,127.8,28.9,10,0.553,28.68
Tulsipur,2023-08-01,7.79,3.59,8.74,9.52,50.0,21.8,31.4,7,0.278,20.05
Chandpur,2023-08-01,7.05,1.0,10.0,14.23,51.1,46.8,31.2,6,0.271,14.49
Gopalnagar,2023-08-01,6.54,6.65,5.73,9.59,80.9,20.7,33.5,7,0.42,35.96
Balkishan,2023-08-01,6.77,1.0,10.0,13.83,33.1,6.2,31.6,2,0.23,10.27
Karanjgaon,2023-08-01,6.52,1.0,9.82,37.33,166.7,160.2,30.4,15,0.829,46.05
Umargaon,2023-08-01,7.19,1.0,9.25,22.19,78.6,66.8,31.1,9,0.482,25.94
Laxmipur,2023-08-02,8.15,3.48,9.34,31.77,158.0,147.9,30.2,13,0.741,49.15
Morwada,2023-08-02,7.85,1.0,9.79,8.36,48.7,20.3,30.2,3,0.38,15.32
Balkishan,2023-08-02,6.14,2.37,8.87,28.76,127.9,116.7,29.5,13,0.583,43.34
Chandpur,2023-08-03,6.29,10.0,4.65,19.32,161.5,58.7,28.8,13,0.744,76.38
Sundarpur,2023-08-03,6.68,2.81,7.98,36.77,170.8,92.1,33.5,14,0.846,47.84
Belpur,2023-08-03,7.02,2.96,8.7,30.33,153.2,168.2,30.9,16,0.772,12.4
Belpur,2023-08-03,6.15,5.5,8.35,26.2,157.2,134.9,31.8,15,0.75,60.54
Ranjangaon,2023-08-03,8.09,1.68,7.86,34.12,161.4,160.3,29.9,14,0.785,50.9
Dhamangaon,2023-08-03,7.49,2.08,9.14,38.38,152.7,125.4,33.3,14,0.686,47.68
Sitapur,2023-08-03,6.32,1.0,9.53,14.47,49.9,50.2,32.0,7,0.294,15.5
Radhapur,2023-08-04,5.51,3.03,7.72,13.96,100.8,28.7,28.2,11,0.561,34.95
Gopalnagar,2023-08-04,6.73,1.67,9.96,12.11,38.9,17.1,34.7,6,0.296,16.13
Chandpur,2023-08-04,7.07,1.0,8.04,15.77,37.4,18.9,31.3,3,0.216,5.38
Morwada,2023-08-04,6.8,1.0,9.97,6.65,35.6,9.6,26.9,3,0.181,14.41
Bhimnagar,2023-08-04,7.43,1.0,9.12,41.74,120.7,61.1,28.3,10,0.665,41.96
Balkishan,2023-08-05,6.27,1.59,9.82,15.38,43.3,5.2,33.1,4,0.367,16.72
Tulsipur,2023-08-05,6.8,10.0,5.26,13.8,146.4,51.5,30.3,13,0.806,71.48
Krishnapur,2023-08-05,7.02,2.01,8.94,15.47,60.9,51.0,31.5,11,0.373,22.65
Sitapur,2023-08-05,7.68,1.45,9.15,18.55,98.5,73.8,28.0,9,0.537,25.31
Nandgaon,2023-08-05,6.28,1.0,9.85,27.22,137.5,141.3,30.7,14,0.66,38.37
Madhavpur,2023-08-05,6.43,1.0,9.69,36.83,157.2,180.1,33.6,16,0.774,41.32
Morwada,2023-08-05,6.82,1.19,9.37,14.84,51.7,24.4,30.9,5,0.256,12.46
Sundarpur,2023-08-05,7.54,6.16,8.01,26.37,188.0,136.7,31.7,16,0.82,22.68
Ranjangaon,2023-08-05,7.31,1.43,8.35,23.94,101.3,105.2,28.9,9,0.59,26.26
Nandgaon,2023-08-05,6.6,1.0,9.91,14.82,38.9,17.6,32.0,4,0.273,10.02
Jawahar Nagar,2023-08-05,7.29,1.0,9.36,9.86,34.5,22.4,31.0,3,0.273,9.36
Harinagar,2023-08-06,6.21,4.43,6.24,10.37,171.7,25.2,30.2,15,0.75,53.28
Sonegaon,2023-08-06,7.23,1.0,10.0,36.52,127.4,58.4,28.9,9,0.625,37.58
Wagholi,2023-08-06,6.81,1.0,8.98,13.29,27.2,7.7,30.3,5,0.23,7.13
Madhavpur,2023-08-06,6.61,2.31,8.58,13.14,54.4,23.8,32.3,7,0.281,19.14
Laxmipur,2023-08-06,7.51,2.01,7.37,9.64,36.0,16.3,30.3,3,0.213,13.48
Jawahar Nagar,2023-08-06,6.92,1.56,10.0,6.97,30.3,4.8,30.1,7,0.299,10.78
Chandpur,2023-08-07,7.43,1.0,9.61,15.29,58.5,43.6,29.6,7,0.394,15.01
Rampur,2023-08-07,7.66,10.0,4.24,19.65,175.6,85.9,29.4,15,0.808,75.03
Deulgaon,2023-08-07,7.26,6.01,7.64,28.57,174.5,112.8,32.1,15,0.832,66.45
Tarwada,2023-08-07,7.2,5.99,6.87,14.32,104.0,52.1,27.6,9,0.507,40.21
Tulsipur,2023-08-07,6.6,1.0,9.0,18.94,89.0,76.7,32.0,10,0.468,20.19
Khandala,2023-08-08,7.1,8.71,7.73,26.28,200.0,77.5,32.0,14,0.921,80.43
Chikhali,2023-08-08,7.13,3.78,6.25,40.0,200.0,193.4,31.7,19,0.941,64.05
Karanjgaon,2023-08-08,7.13,1.12,9.85,10.44,51.5,16.1,33.8,3,0.258,8.76
Vadgaon,2023-08-08,7.58,1.0,8.59,49.36,195.9,192.5,32.0,19,0.949,63.12
Khandala,2023-08-08,7.19,1.0,10.0,7.44,40.9,2.0,31.0,4,0.201,10.13
Devgaon,2023-08-08,7.22,1.0,10.0,13.63,62.7,32.7,29.9,6,0.312,15.93
Chandpur,2023-08-08,7.35,1.78,9.21,15.07,59.5,49.3,28.8,7,0.365,20.09
Balkishan,2023-08-09,7.94,1.12,9.13,33.13,169.2,148.0,34.3,14,0.74,46.62
Morwada,2023-08-09,7.82,2.18,8.56,20.83,93.8,87.1,30.0,10,0.529,28.56
Ambegaon,2023-08-09,6.55,1.0,10.0,8.42,33.1,20.1,29.2,5,0.194,12.58
Rampur,2023-08-09,7.74,1.49,8.95,34.23,132.9,93.1,30.5,12,0.602,39.98
Morwada,2023-08-09,7.27,1.0,8.5,12.61,49.2,46.0,29.4,5,0.239,14.37
Sitapur,2023-08-09,6.88,1.0,9.91,16.98,74.4,76.1,29.4,7,0.374,18.27
Wagholi,2023-08-09,6.67,1.2,8.11,29.27,123.6,124.4,29.8,12,0.581,38.39
Jawahar Nagar,2023-08-09,6.45,1.9,9.33,27.74,127.9,116.6,31.6,13,0.67,41.43
Devgaon,2023-08-09,6.92,1.07,9.17,22.91,191.6,99.1,28.8,14,0.793,44.02
Madhavpur,2023-08-09,7.84,2.65,8.42,47.8,146.1,37.8,31.2,15,0.786,51.84
Sonegaon,2023-08-10,7.21,3.2,10.0,44.25,165.9,82.3,34.1,14,0.847,57.12
Chikhali,2023-08-10,6.91,1.0,9.0,16.93,69.4,73.0,30.2,11,0.416,17.7
Harinagar,2023-08-10,7.36,1.0,9.16,8.71,36.7,22.8,30.1,2,0.275,8.42
Khandala,2023-08-11,6.68,1.0,8.17,10.21,59.1,20.7,30.1,5,0.364,12.88
Deulgaon,2023-08-11,6.6,10.0,5.3,24.6,193.9,78.7,31.2,15,0.841,82.59
Chandpur,2023-08-11,6.31,1.18,8.8,21.08,90.0,67.8,32.1,9,0.516,21.08
Bhavanipur,2023-08-11,7.23,1.0,8.96,50.0,176.5,153.2,28.4,16,0.821,55.61
Dhamangaon,2023-08-11,7.67,1.0,10.0,10.94,95.2,29.5,30.5,9,0.588,28.02
Deulgaon,2023-08-12,7.0,1.42,9.33,40.79,170.6,151.5,28.7,14,0.804,54.24
Laxmipur,2023-08-12,7.31,1.0,9.08,25.76,123.1,112.6,32.3,16,0.743,35.07
Harinagar,2023-08-12,7.27,1.0,9.11,12.72,157.9,17.8,30.3,10,0.678,33.6
Devgaon,2023-08-12,6.36,7.22,6.84,14.69,112.4,49.4,32.7,10,0.639,53.45
Wagholi,2023-08-12,7.28,10.0,4.59,14.69,169.1,45.0,31.8,12,0.693,74.39
Chikhali,2023-08-12,6.04,4.05,9.19,14.28,89.4,59.8,29.2,6,0.484,33.87
Deulgaon,2023-08-12,7.1,3.95,7.06,42.54,174.9,108.2,31.5,15,0.817,59.45
Malegaon,2023-08-12,8.47,1.4,7.85,29.69,138.6,163.4,30.9,13,0.63,44.14
Devgaon,2023-08-12,6.68,1.0,9.95,20.67,70.4,70.7,30.8,6,0.305,15.54
Sitapur,2023-08-12,6.4,2.39,9.98,7.56,64.4,9.6,30.5,5,0.371,18.08
Sitapur,2023-08-13,6.83,1.0,10.0,13.34,59.2,54.6,32.2,6,0.321,12.8
Tulsipur,2023-08-13,6.94,1.0,8.75,16.2,78.1,69.6,35.5,7,0.392,19.87
Sitapur,2023-08-13,7.77,1.0,9.19,26.46,139.7,138.6,29.8,13,0.703,19.31
Malegaon,2023-08-13,7.02,1.64,10.0,15.69,70.6,14.7,32.5,7,0.391,16.64
Salegaon,2023-08-13,7.07,3.99,8.68,16.64,66.1,7.1,30.5,8,0.412,30.21
Sitapur,2023-08-13,5.84,1.0,10.0,16.0,57.1,20.9,31.4,5,0.288,14.98
Vadgaon,2023-08-13,7.28,3.9,7.74,8.32,56.0,3.9,31.5,5,0.326,26.27
Umargaon,2023-08-13,6.56,4.91,6.49,13.05,83.0,27.7,31.9,10,0.418,37.27
Nandgaon,2023-08-13,7.76,1.0,9.61,24.5,94.7,62.1,33.1,10,0.477,28.08
Vadgaon,2023-08-14,5.55,3.99,8.15,22.87,161.6,102.8,28.7,13,0.876,55.99
Chandpur,2023-08-14,6.92,2.52,9.14,14.57,72.6,60.6,33.1,7,0.342,25.0
